timestamp,symbol,price
2025-09-15T16:00:56.655561,AAPL,150.1
2025-09-15T16:00:56.666797,AAPL,148.37
2025-09-15T16:00:56.679400,AAPL,148.51
2025-09-15T16:00:56.691981,AAPL,147.81
2025-09-15T16:00:56.703325,AAPL,147.46
2025-09-15T16:00:56.715901,AAPL,150.91
2025-09-15T16:00:56.727005,AAPL,147.68
2025-09-15T16:00:56.739617,AAPL,146.4
2025-09-15T16:00:56.752247,AAPL,147.56
2025-09-15T16:00:56.764848,AAPL,149.21
2025-09-15T16:00:56.777461,AAPL,150.63
2025-09-15T16:00:56.790091,AAPL,148.31
2025-09-15T16:00:56.801960,AAPL,147.12
2025-09-15T16:00:56.814563,AAPL,147.23
2025-09-15T16:00:56.824962,AAPL,143.65
2025-09-15T16:00:56.837563,AAPL,140.65
2025-09-15T16:00:56.848134,AAPL,140.24
2025-09-15T16:00:56.858926,AAPL,139.99
2025-09-15T16:00:56.869879,AAPL,140.12
2025-09-15T16:00:56.882466,AAPL,142.11
2025-09-15T16:00:56.895070,AAPL,144.56
2025-09-15T16:00:56.907451,AAPL,142.05
2025-09-15T16:00:56.920008,AAPL,140.18
2025-09-15T16:00:56.932558,AAPL,142.39
2025-09-15T16:00:56.942927,AAPL,148.64
2025-09-15T16:00:56.955493,AAPL,150.05
2025-09-15T16:00:56.968055,AAPL,151.05
2025-09-15T16:00:56.980601,AAPL,152.26
2025-09-15T16:00:56.990784,AAPL,154.76
2025-09-15T16:00:57.003336,AAPL,153.27
2025-09-15T16:00:57.015891,AAPL,156.24
2025-09-15T16:00:57.028427,AAPL,153.44
2025-09-15T16:00:57.040817,AAPL,152.16
2025-09-15T16:00:57.053368,AAPL,148.84
2025-09-15T16:00:57.065965,AAPL,151.62
2025-09-15T16:00:57.077837,AAPL,151.91
2025-09-15T16:00:57.090062,AAPL,156.0
2025-09-15T16:00:57.102649,AAPL,154.87
2025-09-15T16:00:57.113888,AAPL,154.71
2025-09-15T16:00:57.126396,AAPL,153.08
2025-09-15T16:00:57.139003,AAPL,153.54
2025-09-15T16:00:57.151619,AAPL,151.55
2025-09-15T16:00:57.164220,AAPL,157.08
2025-09-15T16:00:57.176809,AAPL,153.6
2025-09-15T16:00:57.189398,AAPL,148.38
2025-09-15T16:00:57.201978,AAPL,151.3
2025-09-15T16:00:57.212083,AAPL,150.33
2025-09-15T16:00:57.224691,AAPL,150.16
2025-09-15T16:00:57.237321,AAPL,145.76
2025-09-15T16:00:57.255362,AAPL,147.46
2025-09-15T16:00:57.268006,AAPL,145.19
2025-09-15T16:00:57.280735,AAPL,141.79
2025-09-15T16:00:57.292115,AAPL,148.12
2025-09-15T16:00:57.304652,AAPL,151.73
2025-09-15T16:00:57.317196,AAPL,152.95
2025-09-15T16:00:57.329737,AAPL,152.43
2025-09-15T16:00:57.342305,AAPL,153.16
2025-09-15T16:00:57.352933,AAPL,154.89
2025-09-15T16:00:57.364412,AAPL,155.0
2025-09-15T16:00:57.375665,AAPL,155.57
2025-09-15T16:00:57.388282,AAPL,151.43
2025-09-15T16:00:57.400096,AAPL,152.78
2025-09-15T16:00:57.412691,AAPL,152.4
2025-09-15T16:00:57.424121,AAPL,156.82
2025-09-15T16:00:57.436716,AAPL,153.35
2025-09-15T16:00:57.449292,AAPL,159.12
2025-09-15T16:00:57.461864,AAPL,155.86
2025-09-15T16:00:57.474118,AAPL,160.27
2025-09-15T16:00:57.486701,AAPL,157.5
2025-09-15T16:00:57.499275,AAPL,160.92
2025-09-15T16:00:57.511848,AAPL,162.51
2025-09-15T16:00:57.524127,AAPL,165.18
2025-09-15T16:00:57.536717,AAPL,163.71
2025-09-15T16:00:57.549304,AAPL,159.79
2025-09-15T16:00:57.561921,AAPL,156.86
2025-09-15T16:00:57.574150,AAPL,159.33
2025-09-15T16:00:57.586795,AAPL,157.49
2025-09-15T16:00:57.599361,AAPL,155.62
2025-09-15T16:00:57.611032,AAPL,155.05
2025-09-15T16:00:57.623601,AAPL,151.71
2025-09-15T16:00:57.636175,AAPL,152.17
2025-09-15T16:00:57.648737,AAPL,148.78
2025-09-15T16:00:57.661302,AAPL,141.3
2025-09-15T16:00:57.673880,AAPL,142.87
2025-09-15T16:00:57.685338,AAPL,139.48
2025-09-15T16:00:57.697934,AAPL,135.01
2025-09-15T16:00:57.710561,AAPL,133.76
2025-09-15T16:00:57.722178,AAPL,135.49
2025-09-15T16:00:57.734814,AAPL,140.21
2025-09-15T16:00:57.747449,AAPL,142.25
2025-09-15T16:00:57.758870,AAPL,144.33
2025-09-15T16:00:57.769682,AAPL,141.93
2025-09-15T16:00:57.782325,AAPL,144.84
2025-09-15T16:00:57.794958,AAPL,140.26
2025-09-15T16:00:57.806452,AAPL,141.12
2025-09-15T16:00:57.819096,AAPL,138.88
2025-09-15T16:00:57.830928,AAPL,139.47
2025-09-15T16:00:57.842412,AAPL,137.24
2025-09-15T16:00:57.855066,AAPL,135.99
2025-09-15T16:00:57.867680,AAPL,137.73
2025-09-15T16:00:57.878847,AAPL,140.83
2025-09-15T16:00:57.890867,AAPL,137.38
2025-09-15T16:00:57.901593,AAPL,135.71
2025-09-15T16:00:57.914211,AAPL,137.65
2025-09-15T16:00:57.925523,AAPL,131.42
2025-09-15T16:00:57.938148,AAPL,131.46
2025-09-15T16:00:57.950752,AAPL,131.73
2025-09-15T16:00:57.963332,AAPL,135.15
2025-09-15T16:00:57.974125,AAPL,133.99
2025-09-15T16:00:57.986732,AAPL,134.57
2025-09-15T16:00:57.999322,AAPL,132.02
2025-09-15T16:00:58.011906,AAPL,133.41
2025-09-15T16:00:58.023741,AAPL,137.68
2025-09-15T16:00:58.036329,AAPL,137.03
2025-09-15T16:00:58.048928,AAPL,133.77
2025-09-15T16:00:58.061512,AAPL,127.23
2025-09-15T16:00:58.074173,AAPL,124.1
2025-09-15T16:00:58.086778,AAPL,125.62
2025-09-15T16:00:58.099448,AAPL,125.05
2025-09-15T16:00:58.111623,AAPL,125.47
2025-09-15T16:00:58.124125,AAPL,127.06
2025-09-15T16:00:58.136761,AAPL,127.88
2025-09-15T16:00:58.149383,AAPL,131.86
2025-09-15T16:00:58.162008,AAPL,131.39
2025-09-15T16:00:58.174142,AAPL,126.82
2025-09-15T16:00:58.185255,AAPL,126.71
2025-09-15T16:00:58.197811,AAPL,126.02
2025-09-15T16:00:58.210349,AAPL,128.97
2025-09-15T16:00:58.222943,AAPL,123.26
2025-09-15T16:00:58.233410,AAPL,122.93
2025-09-15T16:00:58.245956,AAPL,122.65
2025-09-15T16:00:58.258889,AAPL,120.77
2025-09-15T16:00:58.271507,AAPL,120.27
2025-09-15T16:00:58.282838,AAPL,117.91
2025-09-15T16:00:58.295437,AAPL,118.16
2025-09-15T16:00:58.306489,AAPL,116.17
2025-09-15T16:00:58.319097,AAPL,114.9
2025-09-15T16:00:58.331681,AAPL,117.15
2025-09-15T16:00:58.344265,AAPL,119.45
2025-09-15T16:00:58.356872,AAPL,127.56
2025-09-15T16:00:58.368243,AAPL,132.24
2025-09-15T16:00:58.380817,AAPL,128.9
2025-09-15T16:00:58.393412,AAPL,129.89
2025-09-15T16:00:58.404968,AAPL,125.97
2025-09-15T16:00:58.417457,AAPL,122.56
2025-09-15T16:00:58.430046,AAPL,124.25
2025-09-15T16:00:58.440793,AAPL,120.5
2025-09-15T16:00:58.453284,AAPL,118.85
2025-09-15T16:00:58.465905,AAPL,119.33
2025-09-15T16:00:58.478502,AAPL,118.71
2025-09-15T16:00:58.489483,AAPL,118.41
2025-09-15T16:00:58.500091,AAPL,120.95
2025-09-15T16:00:58.511492,AAPL,120.62
2025-09-15T16:00:58.523097,AAPL,121.39
2025-09-15T16:00:58.535760,AAPL,123.17
2025-09-15T16:00:58.548358,AAPL,121.7
2025-09-15T16:00:58.560896,AAPL,117.85
2025-09-15T16:00:58.573477,AAPL,118.41
2025-09-15T16:00:58.586119,AAPL,120.62
2025-09-15T16:00:58.598006,AAPL,117.28
2025-09-15T16:00:58.608616,AAPL,122.46
2025-09-15T16:00:58.620511,AAPL,128.67
2025-09-15T16:00:58.631918,AAPL,126.39
2025-09-15T16:00:58.642684,AAPL,118.48
2025-09-15T16:00:58.653910,AAPL,116.88
2025-09-15T16:00:58.666527,AAPL,115.84
2025-09-15T16:00:58.679158,AAPL,115.43
2025-09-15T16:00:58.690426,AAPL,117.43
2025-09-15T16:00:58.703040,AAPL,117.35
2025-09-15T16:00:58.714721,AAPL,117.32
2025-09-15T16:00:58.727345,AAPL,112.34
2025-09-15T16:00:58.739711,AAPL,110.29
2025-09-15T16:00:58.752344,AAPL,111.44
2025-09-15T16:00:58.764714,AAPL,113.32
2025-09-15T16:00:58.776395,AAPL,114.17
2025-09-15T16:00:58.788999,AAPL,115.18
2025-09-15T16:00:58.801629,AAPL,115.18
2025-09-15T16:00:58.814311,AAPL,113.15
2025-09-15T16:00:58.826815,AAPL,114.0
2025-09-15T16:00:58.839459,AAPL,113.35
2025-09-15T16:00:58.850220,AAPL,115.78
2025-09-15T16:00:58.862767,AAPL,118.23
2025-09-15T16:00:58.874075,AAPL,121.52
2025-09-15T16:00:58.886667,AAPL,124.54
2025-09-15T16:00:58.899309,AAPL,121.49
2025-09-15T16:00:58.911327,AAPL,119.87
2025-09-15T16:00:58.923066,AAPL,118.23
2025-09-15T16:00:58.935290,AAPL,113.69
2025-09-15T16:00:58.946009,AAPL,114.94
2025-09-15T16:00:58.957435,AAPL,115.39
2025-09-15T16:00:58.970059,AAPL,116.37
2025-09-15T16:00:58.982661,AAPL,116.63
2025-09-15T16:00:58.995269,AAPL,114.39
2025-09-15T16:00:59.007876,AAPL,112.96
2025-09-15T16:00:59.020496,AAPL,110.93
2025-09-15T16:00:59.033087,AAPL,110.14
2025-09-15T16:00:59.045723,AAPL,110.51
2025-09-15T16:00:59.058313,AAPL,108.71
2025-09-15T16:00:59.070919,AAPL,105.89
2025-09-15T16:00:59.083504,AAPL,103.94
2025-09-15T16:00:59.096107,AAPL,102.62
2025-09-15T16:00:59.107433,AAPL,101.72
2025-09-15T16:00:59.120069,AAPL,102.56
2025-09-15T16:00:59.132689,AAPL,101.67
2025-09-15T16:00:59.145313,AAPL,100.51
2025-09-15T16:00:59.158005,AAPL,96.43
2025-09-15T16:00:59.170164,AAPL,96.74
2025-09-15T16:00:59.180834,AAPL,96.18
2025-09-15T16:00:59.193466,AAPL,95.64
2025-09-15T16:00:59.206101,AAPL,94.9
2025-09-15T16:00:59.218758,AAPL,94.63
2025-09-15T16:00:59.231374,AAPL,94.34
2025-09-15T16:00:59.243999,AAPL,95.06
2025-09-15T16:00:59.254737,AAPL,89.84
2025-09-15T16:00:59.267367,AAPL,88.06
2025-09-15T16:00:59.279990,AAPL,87.65
2025-09-15T16:00:59.290800,AAPL,87.36
2025-09-15T16:00:59.303420,AAPL,90.36
2025-09-15T16:00:59.316038,AAPL,94.59
2025-09-15T16:00:59.328649,AAPL,94.87
2025-09-15T16:00:59.340771,AAPL,96.36
2025-09-15T16:00:59.351497,AAPL,94.71
2025-09-15T16:00:59.364133,AAPL,94.51
2025-09-15T16:00:59.376746,AAPL,93.57
2025-09-15T16:00:59.389385,AAPL,92.21
2025-09-15T16:00:59.401997,AAPL,92.53
2025-09-15T16:00:59.412747,AAPL,95.97
2025-09-15T16:00:59.424097,AAPL,95.49
2025-09-15T16:00:59.434879,AAPL,98.38
2025-09-15T16:00:59.446820,AAPL,98.19
2025-09-15T16:00:59.457431,AAPL,97.04
2025-09-15T16:00:59.470058,AAPL,97.53
2025-09-15T16:00:59.482678,AAPL,97.73
2025-09-15T16:00:59.495294,AAPL,102.33
2025-09-15T16:00:59.507460,AAPL,102.51
2025-09-15T16:00:59.519284,AAPL,103.72
2025-09-15T16:00:59.531896,AAPL,104.21
2025-09-15T16:00:59.544203,AAPL,99.08
2025-09-15T16:00:59.555047,AAPL,99.94
2025-09-15T16:00:59.566910,AAPL,99.46
2025-09-15T16:00:59.579585,AAPL,96.71
2025-09-15T16:00:59.592175,AAPL,97.91
2025-09-15T16:00:59.604790,AAPL,100.16
2025-09-15T16:00:59.617419,AAPL,102.15
2025-09-15T16:00:59.628073,AAPL,105.42
2025-09-15T16:00:59.640695,AAPL,101.42
2025-09-15T16:00:59.653472,AAPL,101.14
2025-09-15T16:00:59.666050,AAPL,102.34
2025-09-15T16:00:59.678623,AAPL,101.25
2025-09-15T16:00:59.690779,AAPL,104.8
2025-09-15T16:00:59.703360,AAPL,101.99
2025-09-15T16:00:59.715914,AAPL,98.96
2025-09-15T16:00:59.727256,AAPL,99.95
2025-09-15T16:00:59.739865,AAPL,100.18
2025-09-15T16:00:59.750049,AAPL,99.55
2025-09-15T16:00:59.762655,AAPL,100.1
2025-09-15T16:00:59.774124,AAPL,98.33
2025-09-15T16:00:59.786753,AAPL,100.1
2025-09-15T16:00:59.798558,AAPL,97.79
2025-09-15T16:00:59.811168,AAPL,98.33
2025-09-15T16:00:59.823812,AAPL,99.79
2025-09-15T16:00:59.834606,AAPL,99.1
2025-09-15T16:00:59.845967,AAPL,102.52
2025-09-15T16:00:59.858563,AAPL,101.3
2025-09-15T16:00:59.869208,AAPL,103.39
2025-09-15T16:00:59.881356,AAPL,102.64
2025-09-15T16:00:59.893990,AAPL,105.0
2025-09-15T16:00:59.904158,AAPL,105.28
2025-09-15T16:00:59.916795,AAPL,105.16
2025-09-15T16:00:59.929420,AAPL,105.16
2025-09-15T16:00:59.941934,AAPL,104.72
2025-09-15T16:00:59.954520,AAPL,104.56
2025-09-15T16:00:59.967080,AAPL,110.39
2025-09-15T16:00:59.979640,AAPL,106.54
2025-09-15T16:00:59.990718,AAPL,104.73
2025-09-15T16:01:00.003300,AAPL,105.2
2025-09-15T16:01:00.015937,AAPL,103.83
2025-09-15T16:01:00.028397,AAPL,100.44
2025-09-15T16:01:00.040833,AAPL,99.43
2025-09-15T16:01:00.052253,AAPL,100.86
2025-09-15T16:01:00.064909,AAPL,100.42
2025-09-15T16:01:00.076016,AAPL,101.88
2025-09-15T16:01:00.088633,AAPL,101.09
2025-09-15T16:01:00.100019,AAPL,100.03
2025-09-15T16:01:00.112591,AAPL,99.41
2025-09-15T16:01:00.122778,AAPL,99.2
2025-09-15T16:01:00.133143,AAPL,96.69
2025-09-15T16:01:00.144261,AAPL,93.63
2025-09-15T16:01:00.156829,AAPL,93.0
2025-09-15T16:01:00.169386,AAPL,90.48
2025-09-15T16:01:00.181930,AAPL,90.08
2025-09-15T16:01:00.194459,AAPL,89.24
2025-09-15T16:01:00.206991,AAPL,88.94
2025-09-15T16:01:00.219529,AAPL,87.03
2025-09-15T16:01:00.232065,AAPL,86.64
2025-09-15T16:01:00.244323,AAPL,87.34
2025-09-15T16:01:00.256874,AAPL,87.68
2025-09-15T16:01:00.269446,AAPL,89.77
2025-09-15T16:01:00.282064,AAPL,87.25
2025-09-15T16:01:00.293718,AAPL,88.04
2025-09-15T16:01:00.306308,AAPL,86.02
2025-09-15T16:01:00.318347,AAPL,86.33
2025-09-15T16:01:00.329112,AAPL,86.12
2025-09-15T16:01:00.341687,AAPL,85.3
2025-09-15T16:01:00.354332,AAPL,85.39
2025-09-15T16:01:00.366948,AAPL,84.57
2025-09-15T16:01:00.379581,AAPL,86.97
2025-09-15T16:01:00.392153,AAPL,85.85
2025-09-15T16:01:00.403117,AAPL,82.26
2025-09-15T16:01:00.415703,AAPL,80.94
2025-09-15T16:01:00.427028,AAPL,80.01
2025-09-15T16:01:00.439681,AAPL,79.85
2025-09-15T16:01:00.450123,AAPL,80.01
2025-09-15T16:01:00.462717,AAPL,83.04
2025-09-15T16:01:00.474077,AAPL,85.4
2025-09-15T16:01:00.486676,AAPL,85.13
2025-09-15T16:01:00.498322,AAPL,82.88
2025-09-15T16:01:00.510147,AAPL,82.38
2025-09-15T16:01:00.522737,AAPL,82.66
2025-09-15T16:01:00.535333,AAPL,83.31
2025-09-15T16:01:00.547921,AAPL,83.94
2025-09-15T16:01:00.560493,AAPL,84.93
2025-09-15T16:01:00.572998,AAPL,87.04
2025-09-15T16:01:00.583642,AAPL,86.35
2025-09-15T16:01:00.595628,AAPL,90.36
2025-09-15T16:01:00.608207,AAPL,89.52
2025-09-15T16:01:00.620792,AAPL,90.89
2025-09-15T16:01:00.633360,AAPL,92.79
2025-09-15T16:01:00.645938,AAPL,91.81
2025-09-15T16:01:00.658527,AAPL,92.53
2025-09-15T16:01:00.671130,AAPL,95.77
2025-09-15T16:01:00.683598,AAPL,94.59
2025-09-15T16:01:00.696182,AAPL,95.34
2025-09-15T16:01:00.707348,AAPL,94.39
2025-09-15T16:01:00.719895,AAPL,92.14
2025-09-15T16:01:00.732430,AAPL,89.71
2025-09-15T16:01:00.744977,AAPL,89.13
2025-09-15T16:01:00.757363,AAPL,89.24
2025-09-15T16:01:00.769930,AAPL,89.97
2025-09-15T16:01:00.782585,AAPL,89.94
2025-09-15T16:01:00.793148,AAPL,88.36
2025-09-15T16:01:00.805696,AAPL,88.96
2025-09-15T16:01:00.816173,AAPL,90.27
2025-09-15T16:01:00.827027,AAPL,91.89
2025-09-15T16:01:00.839584,AAPL,94.03
2025-09-15T16:01:00.852117,AAPL,94.06
2025-09-15T16:01:00.864714,AAPL,94.54
2025-09-15T16:01:00.876821,AAPL,94.67
2025-09-15T16:01:00.889439,AAPL,96.06
2025-09-15T16:01:00.902052,AAPL,91.39
2025-09-15T16:01:00.914685,AAPL,91.65
2025-09-15T16:01:00.927327,AAPL,93.21
2025-09-15T16:01:00.939962,AAPL,92.6
2025-09-15T16:01:00.952561,AAPL,92.21
2025-09-15T16:01:00.965164,AAPL,90.02
2025-09-15T16:01:00.977769,AAPL,88.18
2025-09-15T16:01:00.989666,AAPL,89.36
2025-09-15T16:01:01.002250,AAPL,91.9
2025-09-15T16:01:01.014838,AAPL,94.89
2025-09-15T16:01:01.026122,AAPL,94.82
2025-09-15T16:01:01.037949,AAPL,93.46
2025-09-15T16:01:01.050514,AAPL,92.27
2025-09-15T16:01:01.063081,AAPL,90.04
2025-09-15T16:01:01.074069,AAPL,90.64
2025-09-15T16:01:01.086668,AAPL,92.11
2025-09-15T16:01:01.099241,AAPL,92.45
2025-09-15T16:01:01.111806,AAPL,93.42
2025-09-15T16:01:01.122966,AAPL,93.94
2025-09-15T16:01:01.135523,AAPL,93.21
2025-09-15T16:01:01.147998,AAPL,91.28
2025-09-15T16:01:01.160573,AAPL,92.83
2025-09-15T16:01:01.173143,AAPL,93.27
2025-09-15T16:01:01.185252,AAPL,93.05
2025-09-15T16:01:01.197814,AAPL,93.28
2025-09-15T16:01:01.210368,AAPL,91.58
2025-09-15T16:01:01.222916,AAPL,90.84
2025-09-15T16:01:01.235465,AAPL,91.95
2025-09-15T16:01:01.248013,AAPL,91.02
2025-09-15T16:01:01.260575,AAPL,93.44
2025-09-15T16:01:01.272960,AAPL,92.62
2025-09-15T16:01:01.285518,AAPL,93.7
2025-09-15T16:01:01.297970,AAPL,94.68
2025-09-15T16:01:01.310520,AAPL,91.87
2025-09-15T16:01:01.323071,AAPL,92.58
2025-09-15T16:01:01.335627,AAPL,91.62
2025-09-15T16:01:01.348188,AAPL,91.29
2025-09-15T16:01:01.360750,AAPL,93.07
2025-09-15T16:01:01.373309,AAPL,92.45
2025-09-15T16:01:01.385292,AAPL,90.64
2025-09-15T16:01:01.395412,AAPL,89.26
2025-09-15T16:01:01.407984,AAPL,89.96
2025-09-15T16:01:01.420562,AAPL,92.5
2025-09-15T16:01:01.432297,AAPL,94.64
2025-09-15T16:01:01.443200,AAPL,95.58
2025-09-15T16:01:01.455785,AAPL,95.8
2025-09-15T16:01:01.468376,AAPL,99.19
2025-09-15T16:01:01.480986,AAPL,98.15
2025-09-15T16:01:01.493568,AAPL,97.96
2025-09-15T16:01:01.506157,AAPL,95.42
2025-09-15T16:01:01.518746,AAPL,96.8
2025-09-15T16:01:01.531354,AAPL,97.45
2025-09-15T16:01:01.543995,AAPL,97.76
2025-09-15T16:01:01.556593,AAPL,96.62
2025-09-15T16:01:01.569174,AAPL,97.21
2025-09-15T16:01:01.581794,AAPL,94.03
2025-09-15T16:01:01.594470,AAPL,93.99
2025-09-15T16:01:01.605910,AAPL,95.52
2025-09-15T16:01:01.618505,AAPL,96.48
2025-09-15T16:01:01.631119,AAPL,95.53
2025-09-15T16:01:01.643717,AAPL,98.92
2025-09-15T16:01:01.656319,AAPL,99.3
2025-09-15T16:01:01.668859,AAPL,99.35
2025-09-15T16:01:01.681327,AAPL,101.92
2025-09-15T16:01:01.691777,AAPL,97.93
2025-09-15T16:01:01.704308,AAPL,98.98
2025-09-15T16:01:01.716894,AAPL,99.27
2025-09-15T16:01:01.729487,AAPL,98.62
2025-09-15T16:01:01.742074,AAPL,93.44
2025-09-15T16:01:01.754675,AAPL,91.49
2025-09-15T16:01:01.767265,AAPL,90.15
2025-09-15T16:01:01.779851,AAPL,92.32
2025-09-15T16:01:01.790698,AAPL,92.97
2025-09-15T16:01:01.803289,AAPL,94.93
2025-09-15T16:01:01.815862,AAPL,94.72
2025-09-15T16:01:01.828438,AAPL,95.9
2025-09-15T16:01:01.840650,AAPL,95.77
2025-09-21T23:40:34.092263,NVDA,546.56
2025-09-21T23:40:34.104786,NVDA,272.15
2025-09-21T23:40:34.114955,NVDA,70.46
2025-09-21T23:40:34.127468,NVDA,78.46
2025-09-21T23:40:34.139991,NVDA,48.11
2025-09-21T23:40:34.152613,NVDA,66.25
2025-09-21T23:40:34.165231,NVDA,14.07
2025-09-21T23:40:34.177807,NVDA,20.19
2025-09-21T23:40:34.190436,NVDA,4.92
2025-09-21T23:40:34.203022,NVDA,4.23
2025-09-21T23:40:34.215569,NVDA,1.37
2025-09-21T23:40:34.228086,NVDA,1.39
2025-09-21T23:40:34.240598,NVDA,0.06
2025-09-21T23:40:34.253114,NVDA,0.06
2025-09-21T23:40:34.264542,NVDA,0.05
2025-09-21T23:40:34.277061,NVDA,-0.01
2025-09-21T23:40:34.289597,NVDA,-0.01
2025-09-21T23:40:34.302140,NVDA,-0.02
2025-09-21T23:40:34.314574,NVDA,-0.03
2025-09-21T23:40:34.327109,NVDA,-0.03
2025-09-21T23:40:34.339642,NVDA,-0.07
2025-09-21T23:40:34.352178,NVDA,-0.08
2025-09-21T23:40:34.364575,NVDA,-0.07
2025-09-21T23:40:34.377112,NVDA,-0.09
2025-09-21T23:40:34.389645,NVDA,-0.05
2025-09-21T23:40:34.402182,NVDA,0.01
2025-09-21T23:40:34.414562,NVDA,0.02
2025-09-21T23:40:34.427113,NVDA,0.01
2025-09-21T23:40:34.439716,NVDA,0.01
2025-09-21T23:40:34.452330,NVDA,0.0
2025-09-21T23:40:34.464585,NVDA,0.0
2025-09-21T23:40:34.477144,NVDA,0.0
2025-09-21T23:40:34.489704,NVDA,0.0
2025-09-21T23:40:34.502256,NVDA,0.0
2025-09-21T23:40:34.514819,NVDA,0.0
2025-09-21T23:40:34.525461,NVDA,0.0
2025-09-21T23:40:34.538029,NVDA,0.0
2025-09-21T23:40:34.549438,NVDA,0.0
2025-09-21T23:40:34.559750,NVDA,0.0
2025-09-21T23:40:34.572340,NVDA,-0.0
2025-09-21T23:40:34.584902,NVDA,-0.0
2025-09-21T23:40:34.597468,NVDA,-0.0
2025-09-21T23:40:34.608689,NVDA,-0.0
2025-09-21T23:40:34.621237,NVDA,-0.0
2025-09-21T23:40:34.633789,NVDA,-0.0
2025-09-21T23:40:34.646337,NVDA,-0.0
2025-09-21T23:40:34.657061,NVDA,-0.0
2025-09-21T23:40:34.669621,NVDA,-0.0
2025-09-21T23:40:34.681222,NVDA,0.0
2025-09-21T23:40:34.693795,NVDA,0.0
2025-09-21T23:40:34.706358,NVDA,0.0
2025-09-21T23:40:34.718919,NVDA,0.0
2025-09-21T23:40:34.731480,NVDA,-0.0
2025-09-21T23:40:34.744046,NVDA,-0.0
2025-09-21T23:40:34.756612,NVDA,-0.0
2025-09-21T23:40:34.769169,NVDA,-0.0
2025-09-21T23:40:34.781220,NVDA,-0.0
2025-09-21T23:40:34.793794,NVDA,-0.0
